Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Western Rise-men,evolution-pant-shadow,Evolution Pant,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>After three years of searching for the perfect fabric, we are finally ready to present to you our finest, most versatile product yet - The Evolution Pant. A highly-functional pair of pants designed to be the only pants you need for travel, outdoors and everyday. Built with a unique stretch nylon Supplex® fabric, The Evolution Pant is stronger, softer, stain-proof and packed full of travel features to allow you to do more with less!The Evolution Pant is the only pair of pants you need. A pair of pants that can be worn multiple days in a row without washing. A pair of pants that packs smaller than a t-shirt, moves with the body, and replaces at least three pants in your closet. A pair of pants that dresses up enough to get through any meeting, yet is rugged enough for any outdoor activity. Designed from the yarn up to feel like a fine cotton, but perform like a high-grade nylon. One pant for travel, outdoor, and everyday. The Everyday Pant, Elevated.Awards	•	Voted Best Travel Clothing in Carryology's 2019 Carry AwardsDo you have more questions about style or fit? Check out this garments specific size details in the size tab below or give us a shout at help@westernrise.com. We are here to help.  </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Designed and sized for a flattering and slimming, yet comfortable fit. Active Fit: Flattering athletic tailored fit neither slim nor relaxed. For reference on sizes and measurements see our size and fit guidelines.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Western Rise offers free returns and exchanges for unused items up to 60 days so you are always covered.</sectionBody></section></sections>",Western Rise-men,Men's Pants,"western, rise, bottoms",,Title, Default Title,Link,https://westernrise.com/products/evolution-pant-shadow,,,,1,,deny,manual,149,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Evo-Dark_Shadow.jpg?v=1573676589,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-shadow,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Evo_Stretch.jpg?v=1573686209,2,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-shadow,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Shadow_Rear.jpg?v=1573686209,3,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-shadow,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Reized.jpg?v=1573688686,4,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-shadow,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Sahdow_water-_Rezsized.jpg?v=1573688686,5,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-shadow,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/pants_front_eb7e9803-8c2a-4670-8c98-cee6fea142a4.png?v=1573688686,6,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-shadow,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Navy-_Front_fa636969-9490-4b55-a262-e6ae686cb599.png?v=1573688686,7,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,merino-cashmere-beanie,Merino Cashmere Beanie,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>A classic knit watch cap style beanie elevated with extra-fine merino wool and cashmere yarns for added warmth and softness.  Soft, warm and never itchy, the Merino Cashmere beanie is meant to be worn all day. </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Designed and sized for a flattering and slimming, yet comfortable fit. Active Fit: Flattering athletic tailored fit neither slim nor relaxed. For reference on sizes and measurements see our size and fit guidelines.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Western Rise offers free returns and exchanges for unused items up to 60 days so you are always covered.</sectionBody></section></sections>",Western Rise-men,Accessory,"western, rise",,Title, Default Title,Link,https://westernrise.com/products/merino-cashmere-beanie,,,,1,,deny,manual,48,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Beanie-1.jpg?v=1573683395,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Western Rise-men,merino-cashmere-beanie,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/103019_WR_DUMBO-3127.jpg?v=1573763947,2,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,strongcore-merino-socks-crew,StrongCore Merino Socks,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>One perfect sock for all day, every day. The perfect socks for life, work, and travel that can be worn more and washed less. With odor-resistance and temperature regulation, the StrongCore Merino Crew Socks are the ONE perfect sock for ultimate comfort, durability and style. We set out to engineer the best and most comfortable pair of outdoor/everyday/travel socks available.The daily sock, elevated.  </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Designed and sized for a flattering and slimming, yet comfortable fit. Active Fit: Flattering athletic tailored fit neither slim nor relaxed. For reference on sizes and measurements see our size and fit guidelines.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Western Rise offers free returns and exchanges for unused items up to 60 days so you are always covered.</sectionBody></section></sections>",Western Rise-men,Accessory,"western, rise",,Title, Default Title,Link,https://westernrise.com/products/strongcore-merino-socks-crew,,,,1,,deny,manual,19,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Crew_Socks-_Small_7569bb07-9093-4ced-8df7-a8980a51e548.jpg?v=1573572597,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Western Rise-men,strongcore-merino-hoodie-sweater-black,StrongCore Merino Hoodie Sweater,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>The ultimate hoodie - The StrongCore Merino Hoodie Sweater is super soft, odor-resistant, and temperature regulating.The StrongCore Merino Hoodie Sweater came to exist because we refused to compromise on comfort or durability. We love hoodies but wanted something with a more elevated style for daily wear without sacrificing performance. We sought the unparalleled performance of our StrongCore Merino Tee, so we used the same core-spun nylon/Merino yarn. A luxuriously soft, 18.5 micron Merino wool fiber spun around a strong, durable, quick-drying nylon fiber. This yarn knits up perfectly into a sweater that is softer and more durable than a pure wool fabric and drapes beautifully. Cut slightly lean, the StrongCore Merino Hoodie Sweater is ready for all of your active pursuits, whether that’s traveling the world or just plain everyday wear. Perfect on its own or as a light layer, the StrongCore Merino Hoodie Sweater is a sweater you can wear day-in and day-out that won’t show signs of wear or odor. It’s ready for anything you’re up to and anywhere you’re going.The Hoodie, Elevated. </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Designed and sized for a flattering and slimming, yet comfortable fit. Active Fit: Flattering athletic tailored fit neither slim nor relaxed. For reference on sizes and measurements see our size and fit guidelines.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Western Rise offers free returns and exchanges for unused items up to 60 days so you are always covered.</sectionBody></section></sections>",Western Rise-men,Men's Shirt,"western, rise, shirt",,Title, Default Title,Link,https://westernrise.com/products/strongcore-merino-hoodie-sweater-black,,,,1,,deny,manual,138,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Black_Hoodie-_Front.png?v=1572899205,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Western Rise-men,strongcore-merino-hoodie-sweater-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/103019_WR_DUMBO-3286.jpg?v=1572900068,2,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,strongcore-merino-hoodie-sweater-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/103019_WR_DUMBO-3212.jpg?v=1572900068,3,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,at-field-pant-flat-black,AT Field Pant,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Cut from the same nearly indestructible fabric as our AT Slim Pant, the AT Field Pant is our modern take on the classic military fatigue pant. Fatigues are loved by outdoorsman for their durability and show up frequently in fashion. The AT Field Pant is a tougher, more comfortable take on a simple, versatile garment. A pant built for life, sport, and travel that can be worn more and washed less, cut slightly relaxed for movement. Cut from an innovative, extremely durable, stretch nylon with air-texturized fibers for a supple hand feel that makes them both lighter and more durable than cotton. The AT Cloth sheds water in a light rainstorm, dries extremely fast when wet, and still looks great covered in desert dust, or daily grime. Do you have more questions about style or fit? Check out this garment's specific size details in the size tab below or give us a shout at help@westernrise.com. We are here to help. </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Designed and sized for a flattering and slimming, yet comfortable fit. Active Fit: Flattering athletic tailored fit neither slim nor relaxed. For reference on sizes and measurements see our size and fit guidelines.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Western Rise offers free returns and exchanges for unused items up to 60 days so you are always covered.</sectionBody></section></sections>",Western Rise-men,Men's Pants,"western, rise, bottoms",,Title, Default Title,Link,https://westernrise.com/products/at-field-pant-flat-black,,,,1,,deny,manual,138,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/AT_Field_Pant-front.jpg?v=1572368378,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Western Rise-men,at-field-pant-flat-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/070719_WR_DAY2_04619_2.jpg?v=1572543169,2,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,at-field-pant-flat-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/070719_WR_DAY2_04608.jpg?v=1572543174,3,,,,,,,,,,,,,,,,,,,,,,
